"tendid","docid","yyyy","array_agg"
"2012/S 193-317422","317422-2012",2012,"{""New XPS instrumentation (Requirement 1) is required to support research activities that span the Faculties of Science and Engineering in addition to the re-location of existing instrumentation (Requirement 2). Some of our critical and primary performance requirements include a reliable X-ray source that is proven to deliver a high flux of incident photons of energies within the range 2.5 to 4.0 KeV. The X-ray source MUST be monochromatic and have an operational the line width less than 2.5 eV, there is a working preference to Ag L infoinity (2984.2 eV). The ability to switch monochromated X-ray sources from Hard (Ag L infinity) to Soft (Al K infinity), with minimal instrument reconfiguration and loss of experimental time is also a requirement. Servicing of the new LiPPS instrument (Requirement 1) for 3 yrs must be included and on the relocated ULTRA-1 instrument (Requirement 2) for a minimum of one year, full warranty is required on both instruments. Additional provision for maintenance cover of LiPPS and ULTRA-1 instrumentation is required, taking the form of either i) extended warranty or ii) pre-purchase of engineering support (or parts) at preferential reduced rates."",""New XPS instrumentation (Requirement 1) is required to support research activities that span the Faculties of Science and Engineering in addition to the re-location of existing instrumentation (Requirement 2). Some of our critical and primary performance requirements include a reliable X-ray source that is proven to deliver a high flux of incident photons of energies within the range 2.5 to 4.0 KeV. The X-ray source MUST be monochromatic and have an operational the line width less than 2.5 eV, there is a working preference to Ag L infoinity (2984.2 eV). The ability to switch monochromated X-ray sources from Hard (Ag L infinity) to Soft (Al K infinity), with minimal instrument reconfiguration and loss of experimental time is also a requirement. Servicing of the new LiPPS instrument (Requirement 1) for 3 yrs must be included and on the relocated ULTRA-1 instrument (Requirement 2) for a minimum of one year, full warranty is required on both instruments. Additional provision for maintenance cover of LiPPS and ULTRA-1 instrumentation is required, taking the form of either i) extended warranty or ii) pre-purchase of engineering support (or parts) at preferential reduced rates."",""New XPS instrumentation (Requirement 1) is required to support research activities that span the Faculties of Science and Engineering in addition to the re-location of existing instrumentation (Requirement 2). Some of our critical and primary performance requirements include a reliable X-ray source that is proven to deliver a high flux of incident photons of energies within the range 2.5 to 4.0 KeV. The X-ray source MUST be monochromatic and have an operational the line width less than 2.5 eV, there is a working preference to Ag L infoinity (2984.2 eV). The ability to switch monochromated X-ray sources from Hard (Ag L infinity) to Soft (Al K infinity), with minimal instrument reconfiguration and loss of experimental time is also a requirement. Servicing of the new LiPPS instrument (Requirement 1) for 3 yrs must be included and on the relocated ULTRA-1 instrument (Requirement 2) for a minimum of one year, full warranty is required on both instruments. Additional provision for maintenance cover of LiPPS and ULTRA-1 instrumentation is required, taking the form of either i) extended warranty or ii) pre-purchase of engineering support (or parts) at preferential reduced rates."",""New XPS instrumentation (Requirement 1) is required to support research activities that span the Faculties of Science and Engineering in addition to the re-location of existing instrumentation (Requirement 2). Some of our critical and primary performance requirements include a reliable X-ray source that is proven to deliver a high flux of incident photons of energies within the range 2.5 to 4.0 KeV. The X-ray source MUST be monochromatic and have an operational the line width less than 2.5 eV, there is a working preference to Ag L infoinity (2984.2 eV). The ability to switch monochromated X-ray sources from Hard (Ag L infinity) to Soft (Al K infinity), with minimal instrument reconfiguration and loss of experimental time is also a requirement. Servicing of the new LiPPS instrument (Requirement 1) for 3 yrs must be included and on the relocated ULTRA-1 instrument (Requirement 2) for a minimum of one year, full warranty is required on both instruments. Additional provision for maintenance cover of LiPPS and ULTRA-1 instrumentation is required, taking the form of either i) extended warranty or ii) pre-purchase of engineering support (or parts) at preferential reduced rates."",""New XPS instrumentation (Requirement 1) is required to support research activities that span the Faculties of Science and Engineering in addition to the re-location of existing instrumentation (Requirement 2). Some of our critical and primary performance requirements include a reliable X-ray source that is proven to deliver a high flux of incident photons of energies within the range 2.5 to 4.0 KeV. The X-ray source MUST be monochromatic and have an operational the line width less than 2.5 eV, there is a working preference to Ag L infoinity (2984.2 eV). The ability to switch monochromated X-ray sources from Hard (Ag L infinity) to Soft (Al K infinity), with minimal instrument reconfiguration and loss of experimental time is also a requirement. Servicing of the new LiPPS instrument (Requirement 1) for 3 yrs must be included and on the relocated ULTRA-1 instrument (Requirement 2) for a minimum of one year, full warranty is required on both instruments. Additional provision for maintenance cover of LiPPS and ULTRA-1 instrumentation is required, taking the form of either i) extended warranty or ii) pre-purchase of engineering support (or parts) at preferential reduced rates.""}"
"2012/S 193-317422","317422-2012",2012,"{""OVERVIEW: Liquid Phase Photoelectron Spectroscopy (LiPPS) and Associated X-ray Photoelectron Spectroscopy (XPS) Facility. The principle aim of this ITT activity is the establishment of a new University of Nottingham facility for the provision of an XPS analysis for both solid and liquid based research samples and will provide significant expertise and flexibility in the measurement of liquids and soft materials. To ensure maximum instrumental access and indeed the quality of instrumentation and data, we seek to arrange a high level of on going servicing/support to achieve maximum sample throughput and experimental impact. New XPS instrumentation (Requirement 1) is required to support research activities that span the Faculties of Science and Engineering in addition to the re-location of existing instrumentation (Requirement 2). Some of our critical and primary performance requirements include a reliable X-ray source that is proven to deliver a high flux of incident photons of energies within the range 2.5 to 4.0 KeV. The X-ray source MUST be monochromatic and have an operational the line width less than 2.5 eV, there is a working preference to Ag L infinity (2984.2 eV). The ability to switch monochromated X-ray sources from Hard (Ag L infinity to Soft (Al K infinity), with minimal instrument reconfiguration and loss of experimental time is also a requirement. The existing XPS is currently provided by a Kratos Axis Ultra instrument (ULTRA-1) which as part of this ITT is required to be re-located into the new XPS facility. Currently this instrument runs all samples both solid state and liquid. As a result of this tender process the ULTRA-1 instrument will predominantly investigate solid samples. The new equipment to be purchased is to be dedicated primarily to the investigation of ionic liquid samples (LiPPS). The instrument will be co-located in the new XPS facility. Liquid-based samples are typically composed of ionic liquids or solutions thereof, the vapour pressures of which are vanishingly small, rending then suitable for study under UHV. (NB - there is no expectation to include ambient pressure XPS of materials not compatible to UHV). The new LiPPS instrument is designed to probe solution processes, e.g. chemistry, by moving to a harder X-ray source (i.e Ag L infinity) which is more bulk sensitive in the normal emission mode, of course, increased surface sensitivity may be obtained by moving to a grazing angle, i.e. angle resolved XPS (AR-XPS). LiPPS is complimentary to traditional XPS analysis, using softer sources, and as such will support the national XPS facility (NEXUS), located in Newcastle. Full data compliance across systems both at UoN and indeed NEXUS is essential. Servicing of the new LiPPS instrument (Requirement 1) for 3 yrs must be included and on the relocated ULTRA-1 instrument (Requirement 2) for a minimum of one year, full warranty is required on both instruments. Additional provision for maintenance cover of LiPPS and ULTRA-1 instrumentation is required, taking the form of either i) extended warranty or ii) pre-purchase of engineering support (or parts) at preferential reduced rates. This Tender is set out with 2 main requirements, bidders may tender for either requirement or both."",""OVERVIEW: Liquid Phase Photoelectron Spectroscopy (LiPPS) and Associated X-ray Photoelectron Spectroscopy (XPS) Facility. The principle aim of this ITT activity is the establishment of a new University of Nottingham facility for the provision of an XPS analysis for both solid and liquid based research samples and will provide significant expertise and flexibility in the measurement of liquids and soft materials. To ensure maximum instrumental access and indeed the quality of instrumentation and data, we seek to arrange a high level of on going servicing/support to achieve maximum sample throughput and experimental impact. New XPS instrumentation (Requirement 1) is required to support research activities that span the Faculties of Science and Engineering in addition to the re-location of existing instrumentation (Requirement 2). Some of our critical and primary performance requirements include a reliable X-ray source that is proven to deliver a high flux of incident photons of energies within the range 2.5 to 4.0 KeV. The X-ray source MUST be monochromatic and have an operational the line width less than 2.5 eV, there is a working preference to Ag L infinity (2984.2 eV). The ability to switch monochromated X-ray sources from Hard (Ag L infinity to Soft (Al K infinity), with minimal instrument reconfiguration and loss of experimental time is also a requirement. The existing XPS is currently provided by a Kratos Axis Ultra instrument (ULTRA-1) which as part of this ITT is required to be re-located into the new XPS facility. Currently this instrument runs all samples both solid state and liquid. As a result of this tender process the ULTRA-1 instrument will predominantly investigate solid samples. The new equipment to be purchased is to be dedicated primarily to the investigation of ionic liquid samples (LiPPS). The instrument will be co-located in the new XPS facility. Liquid-based samples are typically composed of ionic liquids or solutions thereof, the vapour pressures of which are vanishingly small, rending then suitable for study under UHV. (NB - there is no expectation to include ambient pressure XPS of materials not compatible to UHV). The new LiPPS instrument is designed to probe solution processes, e.g. chemistry, by moving to a harder X-ray source (i.e Ag L infinity) which is more bulk sensitive in the normal emission mode, of course, increased surface sensitivity may be obtained by moving to a grazing angle, i.e. angle resolved XPS (AR-XPS). LiPPS is complimentary to traditional XPS analysis, using softer sources, and as such will support the national XPS facility (NEXUS), located in Newcastle. Full data compliance across systems both at UoN and indeed NEXUS is essential. Servicing of the new LiPPS instrument (Requirement 1) for 3 yrs must be included and on the relocated ULTRA-1 instrument (Requirement 2) for a minimum of one year, full warranty is required on both instruments. Additional provision for maintenance cover of LiPPS and ULTRA-1 instrumentation is required, taking the form of either i) extended warranty or ii) pre-purchase of engineering support (or parts) at preferential reduced rates. This Tender is set out with 2 main requirements, bidders may tender for either requirement or both."",""OVERVIEW: Liquid Phase Photoelectron Spectroscopy (LiPPS) and Associated X-ray Photoelectron Spectroscopy (XPS) Facility. The principle aim of this ITT activity is the establishment of a new University of Nottingham facility for the provision of an XPS analysis for both solid and liquid based research samples and will provide significant expertise and flexibility in the measurement of liquids and soft materials. To ensure maximum instrumental access and indeed the quality of instrumentation and data, we seek to arrange a high level of on going servicing/support to achieve maximum sample throughput and experimental impact. New XPS instrumentation (Requirement 1) is required to support research activities that span the Faculties of Science and Engineering in addition to the re-location of existing instrumentation (Requirement 2). Some of our critical and primary performance requirements include a reliable X-ray source that is proven to deliver a high flux of incident photons of energies within the range 2.5 to 4.0 KeV. The X-ray source MUST be monochromatic and have an operational the line width less than 2.5 eV, there is a working preference to Ag L infinity (2984.2 eV). The ability to switch monochromated X-ray sources from Hard (Ag L infinity to Soft (Al K infinity), with minimal instrument reconfiguration and loss of experimental time is also a requirement. The existing XPS is currently provided by a Kratos Axis Ultra instrument (ULTRA-1) which as part of this ITT is required to be re-located into the new XPS facility. Currently this instrument runs all samples both solid state and liquid. As a result of this tender process the ULTRA-1 instrument will predominantly investigate solid samples. The new equipment to be purchased is to be dedicated primarily to the investigation of ionic liquid samples (LiPPS). The instrument will be co-located in the new XPS facility. Liquid-based samples are typically composed of ionic liquids or solutions thereof, the vapour pressures of which are vanishingly small, rending then suitable for study under UHV. (NB - there is no expectation to include ambient pressure XPS of materials not compatible to UHV). The new LiPPS instrument is designed to probe solution processes, e.g. chemistry, by moving to a harder X-ray source (i.e Ag L infinity) which is more bulk sensitive in the normal emission mode, of course, increased surface sensitivity may be obtained by moving to a grazing angle, i.e. angle resolved XPS (AR-XPS). LiPPS is complimentary to traditional XPS analysis, using softer sources, and as such will support the national XPS facility (NEXUS), located in Newcastle. Full data compliance across systems both at UoN and indeed NEXUS is essential. Servicing of the new LiPPS instrument (Requirement 1) for 3 yrs must be included and on the relocated ULTRA-1 instrument (Requirement 2) for a minimum of one year, full warranty is required on both instruments. Additional provision for maintenance cover of LiPPS and ULTRA-1 instrumentation is required, taking the form of either i) extended warranty or ii) pre-purchase of engineering support (or parts) at preferential reduced rates. This Tender is set out with 2 main requirements, bidders may tender for either requirement or both."",""OVERVIEW: Liquid Phase Photoelectron Spectroscopy (LiPPS) and Associated X-ray Photoelectron Spectroscopy (XPS) Facility. The principle aim of this ITT activity is the establishment of a new University of Nottingham facility for the provision of an XPS analysis for both solid and liquid based research samples and will provide significant expertise and flexibility in the measurement of liquids and soft materials. To ensure maximum instrumental access and indeed the quality of instrumentation and data, we seek to arrange a high level of on going servicing/support to achieve maximum sample throughput and experimental impact. New XPS instrumentation (Requirement 1) is required to support research activities that span the Faculties of Science and Engineering in addition to the re-location of existing instrumentation (Requirement 2). Some of our critical and primary performance requirements include a reliable X-ray source that is proven to deliver a high flux of incident photons of energies within the range 2.5 to 4.0 KeV. The X-ray source MUST be monochromatic and have an operational the line width less than 2.5 eV, there is a working preference to Ag L infinity (2984.2 eV). The ability to switch monochromated X-ray sources from Hard (Ag L infinity to Soft (Al K infinity), with minimal instrument reconfiguration and loss of experimental time is also a requirement. The existing XPS is currently provided by a Kratos Axis Ultra instrument (ULTRA-1) which as part of this ITT is required to be re-located into the new XPS facility. Currently this instrument runs all samples both solid state and liquid. As a result of this tender process the ULTRA-1 instrument will predominantly investigate solid samples. The new equipment to be purchased is to be dedicated primarily to the investigation of ionic liquid samples (LiPPS). The instrument will be co-located in the new XPS facility. Liquid-based samples are typically composed of ionic liquids or solutions thereof, the vapour pressures of which are vanishingly small, rending then suitable for study under UHV. (NB - there is no expectation to include ambient pressure XPS of materials not compatible to UHV). The new LiPPS instrument is designed to probe solution processes, e.g. chemistry, by moving to a harder X-ray source (i.e Ag L infinity) which is more bulk sensitive in the normal emission mode, of course, increased surface sensitivity may be obtained by moving to a grazing angle, i.e. angle resolved XPS (AR-XPS). LiPPS is complimentary to traditional XPS analysis, using softer sources, and as such will support the national XPS facility (NEXUS), located in Newcastle. Full data compliance across systems both at UoN and indeed NEXUS is essential. Servicing of the new LiPPS instrument (Requirement 1) for 3 yrs must be included and on the relocated ULTRA-1 instrument (Requirement 2) for a minimum of one year, full warranty is required on both instruments. Additional provision for maintenance cover of LiPPS and ULTRA-1 instrumentation is required, taking the form of either i) extended warranty or ii) pre-purchase of engineering support (or parts) at preferential reduced rates. This Tender is set out with 2 main requirements, bidders may tender for either requirement or both."",""OVERVIEW: Liquid Phase Photoelectron Spectroscopy (LiPPS) and Associated X-ray Photoelectron Spectroscopy (XPS) Facility. The principle aim of this ITT activity is the establishment of a new University of Nottingham facility for the provision of an XPS analysis for both solid and liquid based research samples and will provide significant expertise and flexibility in the measurement of liquids and soft materials. To ensure maximum instrumental access and indeed the quality of instrumentation and data, we seek to arrange a high level of on going servicing/support to achieve maximum sample throughput and experimental impact. New XPS instrumentation (Requirement 1) is required to support research activities that span the Faculties of Science and Engineering in addition to the re-location of existing instrumentation (Requirement 2). Some of our critical and primary performance requirements include a reliable X-ray source that is proven to deliver a high flux of incident photons of energies within the range 2.5 to 4.0 KeV. The X-ray source MUST be monochromatic and have an operational the line width less than 2.5 eV, there is a working preference to Ag L infinity (2984.2 eV). The ability to switch monochromated X-ray sources from Hard (Ag L infinity to Soft (Al K infinity), with minimal instrument reconfiguration and loss of experimental time is also a requirement. The existing XPS is currently provided by a Kratos Axis Ultra instrument (ULTRA-1) which as part of this ITT is required to be re-located into the new XPS facility. Currently this instrument runs all samples both solid state and liquid. As a result of this tender process the ULTRA-1 instrument will predominantly investigate solid samples. The new equipment to be purchased is to be dedicated primarily to the investigation of ionic liquid samples (LiPPS). The instrument will be co-located in the new XPS facility. Liquid-based samples are typically composed of ionic liquids or solutions thereof, the vapour pressures of which are vanishingly small, rending then suitable for study under UHV. (NB - there is no expectation to include ambient pressure XPS of materials not compatible to UHV). The new LiPPS instrument is designed to probe solution processes, e.g. chemistry, by moving to a harder X-ray source (i.e Ag L infinity) which is more bulk sensitive in the normal emission mode, of course, increased surface sensitivity may be obtained by moving to a grazing angle, i.e. angle resolved XPS (AR-XPS). LiPPS is complimentary to traditional XPS analysis, using softer sources, and as such will support the national XPS facility (NEXUS), located in Newcastle. Full data compliance across systems both at UoN and indeed NEXUS is essential. Servicing of the new LiPPS instrument (Requirement 1) for 3 yrs must be included and on the relocated ULTRA-1 instrument (Requirement 2) for a minimum of one year, full warranty is required on both instruments. Additional provision for maintenance cover of LiPPS and ULTRA-1 instrumentation is required, taking the form of either i) extended warranty or ii) pre-purchase of engineering support (or parts) at preferential reduced rates. This Tender is set out with 2 main requirements, bidders may tender for either requirement or both.""}"
"2012/S 193-317422","317422-2012",2012,"{""Supplies Purchase NUTS code UKF14"",""Supplies Purchase NUTS code UKF14"",""Supplies Purchase NUTS code UKF14"",""Supplies Purchase NUTS code UKF14"",""Supplies Purchase NUTS code UKF14""}"
"2012/S 193-317422","317422-2012",2012,"{""UK-Nottingham: spectroscopy devices"",""UK-Nottingham: spectroscopy devices"",""UK-Nottingham: spectroscopy devices"",""UK-Nottingham: spectroscopy devices"",""UK-Nottingham: spectroscopy devices""}"
"2009/S 188-270992","270992-2009",2009,"{""A public contract."",""A public contract.""}"
"2009/S 188-270992","270992-2009",2009,"{""Services. Service category: No 25. Main place of performance: Norfolk County Council."",""Services. Service category: No 25. Main place of performance: Norfolk County Council.""}"
"2009/S 188-270992","270992-2009",2009,"{""Tenders are invited for the provision of an Occupational health service provided by the Council to and in respect of it's employees and prospective employees. Norfolk County Council employs some 28,000 employees in a variety of departments and disciplines across the County of Norfolk (including teachers in schools), and there is a need to ensure that the authority manages the health and wellbeing of these employees in a positive manner. NCC employs a Corporate Occupational Health Adviser (COHA) whose role is to provide guidance to the Council in the effective and efficient use of Occupational Health. The COHA will be responsible for managing the Contract and there is an expectation that the successful tenderer will work collaboratively with the COHA in fulfilling their role. The successful tenderer will need to be able to supply occupational health services to employees living and working across the County of Norfolk. Although the contractor will be expected to have premises in Norfolk to undertake clinics, NCC will also provide accommodation throughout the county. In addition, health surveillance will be expected to be provided on council premises where sufficient numbers of employees require health surveillance and there is suitable accommodation. CPV's;Company health services; Health services."",""Tenders are invited for the provision of an Occupational health service provided by the Council to and in respect of it's employees and prospective employees. Norfolk County Council employs some 28,000 employees in a variety of departments and disciplines across the County of Norfolk (including teachers in schools), and there is a need to ensure that the authority manages the health and wellbeing of these employees in a positive manner. NCC employs a Corporate Occupational Health Adviser (COHA) whose role is to provide guidance to the Council in the effective and efficient use of Occupational Health. The COHA will be responsible for managing the Contract and there is an expectation that the successful tenderer will work collaboratively with the COHA in fulfilling their role. The successful tenderer will need to be able to supply occupational health services to employees living and working across the County of Norfolk. Although the contractor will be expected to have premises in Norfolk to undertake clinics, NCC will also provide accommodation throughout the county. In addition, health surveillance will be expected to be provided on council premises where sufficient numbers of employees require health surveillance and there is suitable accommodation. CPV's;Company health services; Health services.""}"
"2009/S 188-270992","270992-2009",2009,"{""This is a schedule B Residual Service Voluntary Notice. GO reference: GO 09092837/01."",""This is a schedule B Residual Service Voluntary Notice. GO reference: GO 09092837/01.""}"
"2009/S 188-270992","270992-2009",2009,"{""UK-Leicester: company health services"",""UK-Leicester: company health services""}"
"2009/S 188-270992","270992-2009",2009,"{""UK-Norfolk: occupational health services - 985n/10."",""UK-Norfolk: occupational health services - 985n/10.""}"
"2013/S 64-107835","216023-2013",2013,"{""United Kingdom-Sheffield: IT services: consulting, software development, Internet and support"",""United Kingdom-Sheffield: IT services: consulting, software development, Internet and support"",""United Kingdom-Sheffield: IT services: consulting, software development, Internet and support"",""United Kingdom-Sheffield: IT services: consulting, software development, Internet and support"",""United Kingdom-Sheffield: IT services: consulting, software development, Internet and support"",""United Kingdom-Sheffield: IT services: consulting, software development, Internet and support"",""United Kingdom-Sheffield: IT services: consulting, software development, Internet and support"",""United Kingdom-Sheffield: IT services: consulting, software development, Internet and support"",""United Kingdom-Sheffield: IT services: consulting, software development, Internet and support""}"
"2009/S 124-180731","180731-2009",2009,"{""Services. Service category: No 7. Main place of performance: Thames Valley Police headquarters, Kidlington, Oxfordshire, UK. NUTS code: UKE.""}"
"2009/S 124-180731","180731-2009",2009,"{""Support and maintenance for the PeopleSoft Human Resources Management System (HRMS), used by Thames Valley Police (currently version 8.8).""}"
"2009/S 124-180731","180731-2009",2009,"{""Support Service for Peoplesoft Software System.""}"
"2009/S 124-180731","180731-2009",2009,"{""The establishment of a framework agreement.""}"
"2009/S 124-180731","180731-2009",2009,"{""UK-Kidlington: systems support services""}"
"2009/S 123-179878","179878-2009",2009,"{""Occupational Health.""}"
"2009/S 123-179878","179878-2009",2009,"{""Services. Service category: No 25. Main place of performance: A combination of on site (MoJ locations) and off site (successful providers locations) throughout the UK. NUTS code: UK.""}"
"2009/S 123-179878","179878-2009",2009,"{""Sickness Absence Management including supplementary health surveillance work such as statutory medicals, immunisation programmes and associated assessments and advice.""}"
"2009/S 123-179878","179878-2009",2009,"{""The Contracting Authority intends to use an eTendering system in this procurement exercise and reserves the right to use a reverse auction."",""The Contracting Authority intends to use an eTendering system in this procurement exercise and reserves the right to use a reverse auction.""}"
"2009/S 123-179878","179878-2009",2009,"{""The establishment of a framework agreement.""}"
"2009/S 123-179878","179878-2009",2009,"{""UK-Ossett: company health services""}"
"2009/S 96-138431","138431-2009",2009,"{""a) To receive more information about this tender, including any amendments and/or clarifications and to request any clarifications and/or to respond to this tender, you must register your interest to this tender on the following site: https://tactica.belmin.com/tactica.asp b) Invitation to tender dates is an estimate c) All correspondance must refer to the TenderReference number SUP2385 d) The new framework agreement will be available to all NHS bodies in the UK as well as other public sector or government bodies who may have a requirement for the solutions contained in the framework e) Tenderers must specify which lots they are bidding for f) All financial values are estimated."",""a) To receive more information about this tender, including any amendments and/or clarifications and to request any clarifications and/or to respond to this tender, you must register your interest to this tender on the following site: https://tactica.belmin.com/tactica.asp b) Invitation to tender dates is an estimate c) All correspondance must refer to the TenderReference number SUP2385 d) The new framework agreement will be available to all NHS bodies in the UK as well as other public sector or government bodies who may have a requirement for the solutions contained in the framework e) Tenderers must specify which lots they are bidding for f) All financial values are estimated.""}"
"2009/S 96-138431","138431-2009",2009,"{""Lot 1 To cover the provision of eRostering software systems - to include options for supply, installation, hosting, training, support and maintenance. Lot 2 Provision of Staff Bank software systems - to include options for supply, installation, hosting, training, support and maintenance and possible managed service to run such a staff bank solution."",""Lot 1 To cover the provision of eRostering software systems - to include options for supply, installation, hosting, training, support and maintenance. Lot 2 Provision of Staff Bank software systems - to include options for supply, installation, hosting, training, support and maintenance and possible managed service to run such a staff bank solution.""}"
"2009/S 96-138431","138431-2009",2009,"{""Services. Service category: No 27. Main place of performance: National framework - available for use across UK. NUTS code: UK."",""Services. Service category: No 27. Main place of performance: National framework - available for use across UK. NUTS code: UK.""}"
"2009/S 96-138431","138431-2009",2009,"{""Tenderers must offer a submission against the specification, any variants must be in addition to the specification and resultant offer."",""Tenderers must offer a submission against the specification, any variants must be in addition to the specification and resultant offer.""}"
"2009/S 96-138431","138431-2009",2009,"{""The establishment of a framework agreement."",""The establishment of a framework agreement.""}"
"2009/S 96-138431","138431-2009",2009,"{""To cover the provision of eRostering software systems - to include options for supply, installation, hosting, training, support and maintenance."",""To cover the provision of eRostering software systems - to include options for supply, installation, hosting, training, support and maintenance.""}"
"2009/S 96-138431","138431-2009",2009,"{""UK-Hampstead: time accounting or human resources software package"",""UK-Hampstead: time accounting or human resources software package""}"
"2009/S 96-138431","138431-2009",2009,"{""Workforce Optimisation Solutions."",""Workforce Optimisation Solutions.""}"
"2009/S 81-117107","117107-2009",2009,"{""A public contract."",""A public contract."",""A public contract.""}"
"2009/S 81-117107","117107-2009",2009,"{""National AAA System."",""National AAA System."",""National AAA System.""}"
"2009/S 81-117107","117107-2009",2009,"{""(SC Ref:72007)."",""(SC Ref:72007)."",""(SC Ref:72007).""}"
"2009/S 81-117107","117107-2009",2009,"{""Services. Service category: No 7. Main place of performance: Scotland. NUTS code: UKM."",""Services. Service category: No 7. Main place of performance: Scotland. NUTS code: UKM."",""Services. Service category: No 7. Main place of performance: Scotland. NUTS code: UKM.""}"
"2009/S 81-117107","117107-2009",2009,"{""The Common Services Agency (more commonly known as National Services Scotland (“NSS”)), on behalf of the NHS Scotland, wishes to purchase a computerised screening system to support the introduction and ongoing support of an Abdominal Aortic Aneurysm Screening (AAA) Programme. This programme is scheduled to go live in every NHS Board throughout Scotland between 2011 and 2013. Suppliers will be expected to supply, implement and support the system throughout Scotland and provide training to clinical and administrative users of the system. The duration of the contract shall be 10 years with an option on the part of National Services Scotland for up to a further 3 years if it wishes. The computerised screening system (which may be a bespoke new development or an existing application) must be capable of identifying, calling and scheduling appointments for participants for AAA screening based on nationally agreed parameters. The system must demonstrate the full functionality required by a modern screening system. It must also have the capability of capturing and storing images and associated data from ultrasound scanning devices. Capability for interfacing to other systems, including NHS Scotland national products will also be expected. The national AAA screening system must have sufficient flexibility to accommodate the requirements of individual NHS Boards as well as differing sizes of consortia of NHS Boards who will deliver the AAA screening service jointly across NHS Board boundaries."",""The Common Services Agency (more commonly known as National Services Scotland (“NSS”)), on behalf of the NHS Scotland, wishes to purchase a computerised screening system to support the introduction and ongoing support of an Abdominal Aortic Aneurysm Screening (AAA) Programme. This programme is scheduled to go live in every NHS Board throughout Scotland between 2011 and 2013. Suppliers will be expected to supply, implement and support the system throughout Scotland and provide training to clinical and administrative users of the system. The duration of the contract shall be 10 years with an option on the part of National Services Scotland for up to a further 3 years if it wishes. The computerised screening system (which may be a bespoke new development or an existing application) must be capable of identifying, calling and scheduling appointments for participants for AAA screening based on nationally agreed parameters. The system must demonstrate the full functionality required by a modern screening system. It must also have the capability of capturing and storing images and associated data from ultrasound scanning devices. Capability for interfacing to other systems, including NHS Scotland national products will also be expected. The national AAA screening system must have sufficient flexibility to accommodate the requirements of individual NHS Boards as well as differing sizes of consortia of NHS Boards who will deliver the AAA screening service jointly across NHS Board boundaries."",""The Common Services Agency (more commonly known as National Services Scotland (“NSS”)), on behalf of the NHS Scotland, wishes to purchase a computerised screening system to support the introduction and ongoing support of an Abdominal Aortic Aneurysm Screening (AAA) Programme. This programme is scheduled to go live in every NHS Board throughout Scotland between 2011 and 2013. Suppliers will be expected to supply, implement and support the system throughout Scotland and provide training to clinical and administrative users of the system. The duration of the contract shall be 10 years with an option on the part of National Services Scotland for up to a further 3 years if it wishes. The computerised screening system (which may be a bespoke new development or an existing application) must be capable of identifying, calling and scheduling appointments for participants for AAA screening based on nationally agreed parameters. The system must demonstrate the full functionality required by a modern screening system. It must also have the capability of capturing and storing images and associated data from ultrasound scanning devices. Capability for interfacing to other systems, including NHS Scotland national products will also be expected. The national AAA screening system must have sufficient flexibility to accommodate the requirements of individual NHS Boards as well as differing sizes of consortia of NHS Boards who will deliver the AAA screening service jointly across NHS Board boundaries.""}"
"2009/S 81-117107","117107-2009",2009,"{""UK-Edinburgh: IT services: consulting, software development, Internet and support"",""UK-Edinburgh: IT services: consulting, software development, Internet and support"",""UK-Edinburgh: IT services: consulting, software development, Internet and support""}"
"2010/S 74-110930","110930-2010",2010,"{""A public contract"",""A public contract""}"
"2010/S 74-110930","110930-2010",2010,"{""Services Service category: No 11 Main place of performance Nigeria."",""Services Service category: No 11 Main place of performance Nigeria.""}"
"2010/S 74-110930","110930-2010",2010,"{""UK-East Kilbride: federal public administration reform."",""UK-East Kilbride: federal public administration reform.""}"
"2010/S 74-110930","110930-2010",2010,"{""UK-East Kilbride: supporting services for the government"",""UK-East Kilbride: supporting services for the government""}"
